"","Protein","Gene","Description","Fold_Change","p_Value"
"3138","PP2BB_MOUSE|P48453","Ppp3cb","Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform",1.56,0.00138
"3139","PP4C_MOUSE|P97470","Ppp4c","Serine/threonine-protein phosphatase 4 catalytic subunit",1.08,0.232
"3140","PP4R4_MOUSE|Q8C0Y0","Ppp4r4","Serine/threonine-protein phosphatase 4 regulatory subunit 4",1.77,0.00187
"3141","PP6R1_MOUSE|Q7TSI3","Ppp6r1","Serine/threonine-protein phosphatase 6 regulatory subunit 1",2.22,0.00146
"3142","PP6R2_MOUSE|Q8R3Q2","Ppp6r2","Serine/threonine-protein phosphatase 6 regulatory subunit 2",2.63,0.000712
"3143","PP6R3_MOUSE|Q922D4","Ppp6r3","Serine/threonine-protein phosphatase 6 regulatory subunit 3",2.02,0.00101
"3144","PPA6_MOUSE|Q8BP40","Acp6","Lysophosphatidic acid phosphatase type 6",1.36,0.0806
"3145","PPAC_MOUSE|Q9D358","Acp1","Low molecular weight phosphotyrosine protein phosphatase",1.36,0.00144
"3146","PPCE_MOUSE|Q9QUR6","Prep","Prolyl endopeptidase",1.46,0.0112
"3147","PPCEL_MOUSE|Q8C167","Prepl","Prolyl endopeptidase-like",1.47,0.00507
"3148","PPIA_MOUSE|P17742","Ppia","Peptidyl-prolyl cis-trans isomerase A",1.18,0.0748
"3149","PPIB_MOUSE|P24369","Ppib","Peptidyl-prolyl cis-trans isomerase B",1.09,0.588
"3150","PPID_MOUSE|Q9CR16","Ppid","Peptidyl-prolyl cis-trans isomerase D",1.74,0.00142
"3151","PPIF_MOUSE|Q99KR7","Ppif","Peptidyl-prolyl cis-trans isomerase F, mitochondrial",1.2,0.000605
"3152","PPIG_MOUSE|A2AR02","Ppig","Peptidyl-prolyl cis-trans isomerase G",1.39,0.0217
"3153","PPIH_MOUSE|Q9D868","Ppih","Peptidyl-prolyl cis-trans isomerase H",1.11,0.264
"3154","PPIL1_MOUSE|Q9D0W5","Ppil1","Peptidyl-prolyl cis-trans isomerase-like 1",1.27,0.137
"3155","PPM1A_MOUSE|P49443","Ppm1a","Protein phosphatase 1A",2.85,0.000355
"3156","PPM1B_MOUSE|P36993","Ppm1b","Protein phosphatase 1B",1.76,0.00267
"3157","PPM1E_MOUSE|Q80TL0","Ppm1e","Protein phosphatase 1E",1.52,0.00378
"3158","PPM1F_MOUSE|Q8CGA0","Ppm1f","Protein phosphatase 1F",1.32,0.0909
"3159","PPM1G_MOUSE|Q61074","Ppm1g","Protein phosphatase 1G",2.54,4e-04
"3160","PPM1H_MOUSE|Q3UYC0","Ppm1h","Protein phosphatase 1H",1.54,0.00391
"3161","PPME1_MOUSE|Q8BVQ5","Ppme1","Protein phosphatase methylesterase 1",1.45,0.00787
"3162","PPN_MOUSE|Q9EPX2","Papln","Papilin",-1.03,0.934
"3163","PPOX_MOUSE|P51175","Ppox","Protoporphyrinogen oxidase",1.58,0.0476
"3164","PPP5_MOUSE|Q60676","Ppp5c","Serine/threonine-protein phosphatase 5",1.33,0.0223
"3165","PPP6_MOUSE|Q9CQR6","Ppp6c","Serine/threonine-protein phosphatase 6 catalytic subunit",1.27,0.00798
"3166","PPR1A_MOUSE|Q9ERT9","Ppp1r1a","Protein phosphatase 1 regulatory subunit 1A",2.06,0.0102
"3167","PPR1B_MOUSE|Q60829","Ppp1r1b","Protein phosphatase 1 regulatory subunit 1B",2.22,0.00603
"3168","PPR21_MOUSE|Q3TDD9","Ppp1r21","Protein phosphatase 1 regulatory subunit 21",1.61,0.0012
"3169","PPR29_MOUSE|Q68FM6","Elfn2","Protein phosphatase 1 regulatory subunit 29",3.1,0.000309
"3170","PPR37_MOUSE|Q8BKR5","Ppp1r37","Protein phosphatase 1 regulatory subunit 37",1.72,0.00141
"3171","PPR3F_MOUSE|Q9JIG4","Ppp1r3f","Protein phosphatase 1 regulatory subunit 3F",2.92,0.000433
"3172","PPT1_MOUSE|O88531","Ppt1","Palmitoyl-protein thioesterase 1",1.19,0.195
"3173","PPTC7_MOUSE|Q6NVE9","Pptc7","Protein phosphatase PTC7 homolog",1.26,0.00524
"3174","PQBP1_MOUSE|Q91VJ5","Pqbp1","Polyglutamine-binding protein 1",2.04,0.00438
"3175","PR40A_MOUSE|Q9R1C7","Prpf40a","Pre-mRNA-processing factor 40 homolog A",1.58,0.00035
"3176","PRAF2_MOUSE|Q9JIG8","Praf2","PRA1 family protein 2",1.22,0.0946
"3177","PRAF3_MOUSE|Q8R5J9","Arl6ip5","PRA1 family protein 3",1.37,0.0257
"3178","PRAG1_MOUSE|Q571I4",NA,NA,2.31,0.00164
"3179","PRC2A_MOUSE|Q7TSC1","Prrc2a","Protein PRRC2A",2.7,0.000831
"3180","PRC2B_MOUSE|Q7TPM1","Prrc2b","Protein PRRC2B",2.68,0.00741
"3181","PRC2C_MOUSE|Q3TLH4","Prrc2c","Protein PRRC2C",2.65,0.00164
"3182","PRDX1_MOUSE|P35700","Prdx1","Peroxiredoxin-1",1.1,0.332
"3183","PRDX2_MOUSE|Q61171","Prdx2","Peroxiredoxin-2",1.19,0.263
"3184","PRDX3_MOUSE|P20108","Prdx3","Thioredoxin-dependent peroxide reductase, mitochondrial",-1.16,0.352
"3185","PRDX5_MOUSE|P99029","Prdx5","Peroxiredoxin-5, mitochondrial",1.33,0.0321
"3186","PRDX6_MOUSE|O08709","Prdx6","Peroxiredoxin-6",1.15,0.269
"3187","PREB_MOUSE|Q9WUQ2","Preb","Prolactin regulatory element-binding protein",1.47,0.0318
"3188","PREP_MOUSE|Q8K411","Pitrm1","Presequence protease, mitochondrial",1.33,0.0109
"3189","PREX1_MOUSE|Q69ZK0","Prex1","Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",1.39,0.00383
"3190","PRIC1_MOUSE|Q3U5C7","Prickle1","Prickle-like protein 1",1.94,0.00325
"3191","PRIC2_MOUSE|Q80Y24","Prickle2","Prickle-like protein 2",2.39,0.00177
"3192","PRIO_MOUSE|P04925","Prnp","Major prion protein",1.02,0.856
"3193","PRKDC_MOUSE|P97313","Prkdc","DNA-dependent protein kinase catalytic subunit",1.04,0.427
"3194","PRKRA_MOUSE|Q9WTX2","Prkra","Interferon-inducible double-stranded RNA-dependent protein kinase activator A",3.25,0.000193
"3195","PROD_MOUSE|Q9WU79","Prodh","Proline dehydrogenase 1, mitochondrial",1.44,0.0741
"3196","PROF1_MOUSE|P62962","Pfn1","Profilin-1",1.11,0.205
"3197","PROF2_MOUSE|Q9JJV2","Pfn2","Profilin-2",1.38,0.0273
"3198","PRP19_MOUSE|Q99KP6","Prpf19","Pre-mRNA-processing factor 19",1.23,0.0525
"3199","PRP31_MOUSE|Q8CCF0","Prpf31","U4/U6 small nuclear ribonucleoprotein Prp31",1.78,0.00129
"3200","PRP4_MOUSE|Q9DAW6","Prpf4","U4/U6 small nuclear ribonucleoprotein Prp4",1.82,0.00021
"3201","PRP4B_MOUSE|Q61136","Prpf4b","Serine/threonine-protein kinase PRP4 homolog",1.81,0.00035
"3202","PRP6_MOUSE|Q91YR7","Prpf6","Pre-mRNA-processing factor 6",1.49,0.00373
"3203","PRP8_MOUSE|Q99PV0","Prpf8","Pre-mRNA-processing-splicing factor 8",1.34,0.00515
"3204","PRPF3_MOUSE|Q922U1","Prpf3","U4/U6 small nuclear ribonucleoprotein Prp3",2.04,0.000546
"3205","PRPS1_MOUSE|Q9D7G0","Prps1","Ribose-phosphate pyrophosphokinase 1",1.24,0.122
"3206","PRPS2_MOUSE|Q9CS42","Prps2","Ribose-phosphate pyrophosphokinase 2",1.51,0.0141
"3207","PRPTZ_MOUSE|B9EKR1","Ptprz1","Receptor-type tyrosine-protein phosphatase zeta",1.07,0.238
"3208","PRRC1_MOUSE|Q3UPH1","Prrc1","Protein PRRC1",1.51,0.00261
"3209","PRRT2_MOUSE|E9PUL5","Prrt2","Proline-rich transmembrane protein 2",1.22,0.196
"3210","PRRT3_MOUSE|Q6PE13","Prrt3","Proline-rich transmembrane protein 3",1.94,0.00156
"3211","PRS10_MOUSE|P62334","Psmc6","26S protease regulatory subunit 10B",1.28,0.0898
"3212","PRS4_MOUSE|P62192","Psmc1","26S protease regulatory subunit 4",1.43,0.00421
"3213","PRS6A_MOUSE|O88685","Psmc3","26S protease regulatory subunit 6A",1.61,0.000223
"3214","PRS6B_MOUSE|P54775","Psmc4","26S protease regulatory subunit 6B",1.4,0.00787
"3215","PRS7_MOUSE|P46471","Psmc2","26S protease regulatory subunit 7",1.84,0.000842
"3216","PRS8_MOUSE|P62196","Psmc5","26S protease regulatory subunit 8",1.47,0.00265
"3217","PRUN1_MOUSE|Q8BIW1",NA,NA,3.03,0.000339
"3218","PRUN2_MOUSE|Q52KR3","Prune2","Protein prune homolog 2",3.51,0.000144
"3219","PSA_MOUSE|Q11011","Npepps","Puromycin-sensitive aminopeptidase",1.44,0.022
"3220","PSA1_MOUSE|Q9R1P4","Psma1","Proteasome subunit alpha type-1",1.12,0.615
"3221","PSA2_MOUSE|P49722","Psma2","Proteasome subunit alpha type-2",1.08,0.716
"3222","PSA3_MOUSE|O70435","Psma3","Proteasome subunit alpha type-3",-1.02,0.931
"3223","PSA4_MOUSE|Q9R1P0","Psma4","Proteasome subunit alpha type-4",1.09,0.395
"3224","PSA5_MOUSE|Q9Z2U1","Psma5","Proteasome subunit alpha type-5",1.14,0.449
"3225","PSA6_MOUSE|Q9QUM9","Psma6","Proteasome subunit alpha type-6",1.05,0.712
"3226","PSA7_MOUSE|Q9Z2U0","Psma7","Proteasome subunit alpha type-7",1.09,0.639
"3227","PSA7L_MOUSE|Q9CWH6","Psma8","Proteasome subunit alpha type-7-like",-1,0.94
"3228","PSB1_MOUSE|O09061","Psmb1","Proteasome subunit beta type-1",1.08,0.817
"3229","PSB2_MOUSE|Q9R1P3","Psmb2","Proteasome subunit beta type-2",1.13,0.629
"3230","PSB3_MOUSE|Q9R1P1","Psmb3","Proteasome subunit beta type-3",-1.03,0.887
"3231","PSB4_MOUSE|P99026","Psmb4","Proteasome subunit beta type-4",-1.17,0.515
"3232","PSB5_MOUSE|O55234","Psmb5","Proteasome subunit beta type-5",-1.04,0.919
"3233","PSB6_MOUSE|Q60692","Psmb6","Proteasome subunit beta type-6",1.25,0.207
"3234","PSB7_MOUSE|P70195","Psmb7","Proteasome subunit beta type-7",1.01,0.762
"3235","PSD1_MOUSE|Q5DTT2","Psd","PH and SEC7 domain-containing protein 1",2.11,0.000911
"3236","PSD1_MOUSE|Q5DTT2-2","Psd","PH and SEC7 domain-containing protein 1 (isoform 2)",1.62,0.00192
"3237","PSD11_MOUSE|Q8BG32","Psmd11","26S proteasome non-ATPase regulatory subunit 11",1.29,0.139
"3238","PSD12_MOUSE|Q9D8W5","Psmd12","26S proteasome non-ATPase regulatory subunit 12",1.34,0.058
"3239","PSD13_MOUSE|Q9WVJ2","Psmd13","26S proteasome non-ATPase regulatory subunit 13",1.16,0.028
"3240","PSD2_MOUSE|Q6P1I6","Psd2","PH and SEC7 domain-containing protein 2",1.46,0.00083
"3241","PSD3_MOUSE|Q2PFD7","Psd3","PH and SEC7 domain-containing protein 3",1.95,0.00149
"3242","PSDE_MOUSE|O35593","Psmd14","26S proteasome non-ATPase regulatory subunit 14",1.35,0.105
"3243","PSIP1_MOUSE|Q99JF8","Psip1","PC4 and SFRS1-interacting protein",1.75,0.00414
"3244","PSMD1_MOUSE|Q3TXS7","Psmd1","26S proteasome non-ATPase regulatory subunit 1",1.36,0.00271
"3245","PSMD2_MOUSE|Q8VDM4","Psmd2","26S proteasome non-ATPase regulatory subunit 2",1.27,0.00799
"3246","PSMD3_MOUSE|P14685","Psmd3","26S proteasome non-ATPase regulatory subunit 3",1.41,0.0137
"3247","PSMD4_MOUSE|O35226","Psmd4","26S proteasome non-ATPase regulatory subunit 4",2.02,0.00101
"3248","PSMD5_MOUSE|Q8BJY1","Psmd5","26S proteasome non-ATPase regulatory subunit 5",1.39,0.0277
"3249","PSMD6_MOUSE|Q99JI4","Psmd6","26S proteasome non-ATPase regulatory subunit 6",1.41,0.0967
"3250","PSMD7_MOUSE|P26516","Psmd7","26S proteasome non-ATPase regulatory subunit 7",1.22,0.222
"3251","PSMD8_MOUSE|Q9CX56","Psmd8","26S proteasome non-ATPase regulatory subunit 8",1.2,0.0052
"3252","PSMD9_MOUSE|Q9CR00","Psmd9","26S proteasome non-ATPase regulatory subunit 9",1.7,0.000242
"3253","PSME1_MOUSE|P97371","Psme1","Proteasome activator complex subunit 1",1.13,0.0158
"3254","PSME2_MOUSE|P97372","Psme2","Proteasome activator complex subunit 2",-1.01,0.871
"3255","PSME3_MOUSE|P61290","Psme3","Proteasome activator complex subunit 3",1.13,0.193
"3256","PSMG1_MOUSE|Q9JK23","Psmg1","Proteasome assembly chaperone 1",1.48,0.00702
"3257","PSMG2_MOUSE|Q9EST4","Psmg2","Proteasome assembly chaperone 2",1.46,0.00507
"3258","PSPC1_MOUSE|Q8R326","Pspc1","Paraspeckle component 1",3.33,0.000326
"3259","PT100_MOUSE|P0DJE0","Pet100","Protein PET100 homolog, mitochondrial",1.3,0.233
"3260","PTBP1_MOUSE|P17225","Ptbp1","Polypyrimidine tract-binding protein 1",1.1,0.125
"3261","PTBP2_MOUSE|Q91Z31","Ptbp2","Polypyrimidine tract-binding protein 2",1.49,0.00161
"3262","PTCD3_MOUSE|Q14C51","Ptcd3","Pentatricopeptide repeat domain-containing protein 3, mitochondrial",1.47,0.0158
"3263","PTEN_MOUSE|O08586","Pten","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",1.58,0.0118
"3264","PTGDS_MOUSE|O09114","Ptgds","Prostaglandin-H2 D-isomerase",1.06,0.668
"3265","PTGR2_MOUSE|Q8VDQ1","Ptgr2","Prostaglandin reductase 2",1.47,0.0118
"3266","PTGR3_MOUSE|Q8BGC4",NA,NA,1.43,0.092
"3267","PTH2_MOUSE|Q8R2Y8","Ptrh2","Peptidyl-tRNA hydrolase 2, mitochondrial",1.19,0.147
"3268","PTMS_MOUSE|Q9D0J8","Ptms","Parathymosin",2.15,0.00161
"3269","PTN1_MOUSE|P35821","Ptpn1","Tyrosine-protein phosphatase non-receptor type 1",1.33,0.0115
"3270","PTN11_MOUSE|P35235","Ptpn11","Tyrosine-protein phosphatase non-receptor type 11",1.56,0.00255
"3271","PTN12_MOUSE|P35831","Ptpn12","Tyrosine-protein phosphatase non-receptor type 12",1.35,0.0195
"3272","PTN2_MOUSE|Q06180","Ptpn2","Tyrosine-protein phosphatase non-receptor type 2",2.26,0.00101
"3273","PTN23_MOUSE|Q6PB44","Ptpn23","Tyrosine-protein phosphatase non-receptor type 23",2.15,0.000464
"3274","PTN3_MOUSE|A2ALK8","Ptpn3","Tyrosine-protein phosphatase non-receptor type 3",2.6,0.00245
"3275","PTN4_MOUSE|Q9WU22","Ptpn4","Tyrosine-protein phosphatase non-receptor type 4",2.09,0.000179
"3276","PTN5_MOUSE|P54830","Ptpn5","Tyrosine-protein phosphatase non-receptor type 5",1.48,0.0467
"3277","PTN9_MOUSE|O35239","Ptpn9","Tyrosine-protein phosphatase non-receptor type 9",1.42,0.014
"3278","PTPA_MOUSE|P58389","Ppp2r4","Serine/threonine-protein phosphatase 2A activator",1.4,0.044
"3279","PTPM1_MOUSE|Q66GT5","Ptpmt1","Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1",1.35,0.0573
"3280","PTPR2_MOUSE|P80560","Ptprn2","Receptor-type tyrosine-protein phosphatase N2",1.52,0.000706
"3281","PTPRA_MOUSE|P18052","Ptpra","Receptor-type tyrosine-protein phosphatase alpha",1.36,0.0419
"3282","PTPRD_MOUSE|Q64487","Ptprd","Receptor-type tyrosine-protein phosphatase delta",1.28,0.046
"3283","PTPRE_MOUSE|P49446","Ptpre","Receptor-type tyrosine-protein phosphatase epsilon",1.59,0.017
"3284","PTPRF_MOUSE|A2A8L5","Ptprf","Receptor-type tyrosine-protein phosphatase F",1.37,0.0185
"3285","PTPRM_MOUSE|P28828","Ptprm","Receptor-type tyrosine-protein phosphatase mu",1.32,0.00539
"3286","PTPRN_MOUSE|Q60673","Ptprn","Receptor-type tyrosine-protein phosphatase-like N",1.23,0.124
"3287","PTPRS_MOUSE|B0V2N1","Ptprs","Receptor-type tyrosine-protein phosphatase S",1.37,0.0632
"3288","PUF60_MOUSE|Q3UEB3","Puf60","Poly(U)-binding-splicing factor PUF60",1.3,0.014
"3289","PUM1_MOUSE|Q80U78","Pum1","Pumilio homolog 1",2.44,0.00176
"3290","PUR2_MOUSE|Q64737","Gart","Trifunctional purine biosynthetic protein adenosine-3",1.35,0.00737
"3291","PUR4_MOUSE|Q5SUR0","Pfas","Phosphoribosylformylglycinamidine synthase",1.55,0.00122
"3292","PUR6_MOUSE|Q9DCL9","Paics","Multifunctional protein ADE2",1.42,0.0114
"3293","PUR8_MOUSE|P54822","Adsl","Adenylosuccinate lyase",1.41,0.0466
"3294","PUR9_MOUSE|Q9CWJ9","Atic","Bifunctional purine biosynthesis protein PURH",1.49,0.0312
"3295","PURA_MOUSE|P42669","Pura","Transcriptional activator protein Pur-alpha",1.47,0.0819
"3296","PURA1_MOUSE|P28650","Adssl1","Adenylosuccinate synthetase isozyme 1",1.34,0.06
"3297","PURA2_MOUSE|P46664","Adss","Adenylosuccinate synthetase isozyme 2",1.39,0.0181
"3298","PURB_MOUSE|O35295","Purb","Transcriptional activator protein Pur-beta",2.38,0.000816
"3299","PURG_MOUSE|Q8R4E6","Purg","Purine-rich element-binding protein gamma",2.28,0.00054
"3300","PYC_MOUSE|Q05920","Pc","Pyruvate carboxylase, mitochondrial",1.09,0.447
"3301","PYGB_MOUSE|Q8CI94","Pygb","Glycogen phosphorylase, brain form",1.53,0.0055
"3302","PYGL_MOUSE|Q9ET01","Pygl","Glycogen phosphorylase, liver form",1.3,0.000274
"3303","PYGM_MOUSE|Q9WUB3","Pygm","Glycogen phosphorylase, muscle form",1.64,0.0349
"3304","PYM1_MOUSE|Q8CHP5",NA,NA,2.42,0.00088
"3305","PYR1_MOUSE|B2RQC6","Cad","CAD protein",1.09,0.11
"3306","PYRD_MOUSE|O35435","Dhodh","Dihydroorotate dehydrogenase (quinone), mitochondrial",1.24,0.07
"3307","PYRG1_MOUSE|P70698","Ctps1","CTP synthase 1",1.37,0.00277
"3308","PYRG2_MOUSE|P70303","Ctps2","CTP synthase 2",1.2,0.0225
"3309","Q000X0|API_ACHLYC",NA,NA,-1.24,0.0147
"3310","Q000X0|K1C10_HUMANC",NA,NA,-1.14,0.821
"3311","Q000X0|K1C13_HUMANC",NA,NA,-2.69,0.335
"3312","Q000X0|K1C18_HUMANC",NA,NA,-1.03,0.241
"3313","Q000X0|K1C19_HUMANC",NA,NA,-1.12,0.00209
"3314","Q000X0|K1C9_HUMANC",NA,NA,-1.16,0.959
"3315","Q000X0|K22E_HUMANC",NA,NA,-1.15,0.756
"3316","Q000X0|K2C1_HUMANC",NA,NA,-1.17,0.984
"3317","Q000X0|K2C1B_HUMANC",NA,NA,-1.08,0.787
"3318","Q000X0|K2C5_HUMANC",NA,NA,-1.16,0.937
"3319","Q000X0|K2C7_HUMANC",NA,NA,1.04,0.447
"3320","Q000X0|K2C78_HUMANC",NA,NA,-1.15,0.94
"3321","Q000X0|K2C8_HUMANC",NA,NA,-1.08,0.0472
"3322","Q000X0|K2C80_HUMANC",NA,NA,-1.04,0.751
"3323","Q000X0|TRY1_BOVINC",NA,NA,-1.51,0.48
"3324","Q000X0|TRYP_PIGC",NA,NA,1.18,0.0883
"3325","Q0VBD0_MOUSE|Q0VBD0","Itgb8","Integrin beta 8",1.22,0.0814
"3326","Q0VBL3_MOUSE|Q0VBL3","Rbm15","Protein Rbm15",2.17,0.00123
"3327","Q0VDM9_MOUSE|Q0VDM9","Krt78","Krt78 protein",-1.17,0.935
"3328","Q0VF59_MOUSE|Q0VF59","Dlgap2","Disks large-associated protein 2",2.42,0.00118
"3329","Q0VGU4_MOUSE|Q0VGU4","Vgf","MCG18019",1.14,0.251
"3330","Q14B01_MOUSE|Q14B01","Rnf113a2","Protein Rnf113a2",2.79,0.000571
"3331","Q155P7_MOUSE|Q155P7","Cenpf","LEK1",-1.19,0.0254
"3332","Q1EDH1_MOUSE|Q1EDH1","Dclk1","CLICK-I",1.52,0.0063
"3333","Q2XQV0_MOUSE|Q2XQV0","Hspg2","Perlecan",1.13,0.802
"3334","Q3TA75_MOUSE|Q3TA75","Fxr2","Putative uncharacterized protein",1.69,0.00245
"3335","Q3TCQ3_MOUSE|Q3TCQ3","Pcx","Pyruvate carboxylase",1.16,0.508
"3336","Q3TDC6_MOUSE|Q3TDC6","Ddhd1","Putative uncharacterized protein",2.85,0.000256
"3337","Q3TEG0_MOUSE|Q3TEG0","A830010M20Rik","Protein A830010M20Rik",2.42,0.002
"3338","Q3TFD0_MOUSE|Q3TFD0","Shmt2","Serine hydroxymethyltransferase",1.18,0.169
"3339","Q3TIX6_MOUSE|Q3TIX6","Fubp3","Protein Fubp3",1.21,0.0542
"3340","Q3TKC5_MOUSE|Q3TKC5","Ppat","Putative uncharacterized protein",1.29,0.0077
"3341","Q3TNN8_MOUSE|Q3TNN8","Gucy1a2","Putative uncharacterized protein",1.93,0.000519
"3342","Q3TPW3_MOUSE|Q3TPW3","Rasal2","Putative uncharacterized protein",2.57,0.00133
"3343","Q3TRA8_MOUSE|Q3TRA8","Sec16a","Putative uncharacterized protein",1.64,0.137
"3344","Q3TS37_MOUSE|Q3TS37","Ankrd29","Putative uncharacterized protein",2.04,0.00029
"3345","Q3TU36_MOUSE|Q3TU36","Rap1gds1","Putative uncharacterized protein",1.53,0.0123
"3346","Q3TYA4_MOUSE|Q3TYA4","Stxbp6","Syntaxin-binding protein 6",1.56,0.0042
"3347","Q3TZN9_MOUSE|Q3TZN9","Abcc4","Putative uncharacterized protein",1.25,0.0396
"3348","Q3TZT4_MOUSE|Q3TZT4","Inpp5a","Protein Inpp5a",1.36,0.0673
"3349","Q3U1G0_MOUSE|Q3U1G0","Evi5l","Putative uncharacterized protein",1.62,0.00121
"3350","Q3U1M7_MOUSE|Q3U1M7","Zmynd8","Protein Zmynd8",2.01,0.00273
"3351","Q3U2G2_MOUSE|Q3U2G2","Hspa4","Heat shock 70 kDa protein 4",1.43,0.00972
"3352","Q3U422_MOUSE|Q3U422","Ndufv3","NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",1.23,0.0545
"3353","Q3U466_MOUSE|Q3U466","Cln6","Protein Cln6",1.22,0.0252
"3354","Q3UEQ1_MOUSE|Q3UEQ1","Inpp4a","Type I inositol 3,4-bisphosphate 4-phosphatase",1.7,0.000936
"3355","Q3UFS6_MOUSE|Q3UFS6","Pcx","Pyruvate carboxylase",1.33,0.00611
"3356","Q3UFU7_MOUSE|Q3UFU7","Trip11","Putative uncharacterized protein",3.04,9e-04
"3357","Q3UGE6_MOUSE|Q3UGE6","Zc3h7b","Putative uncharacterized protein",1.52,0.00154
"3358","Q3UGX2_MOUSE|Q3UGX2","Sptb","Spectrin beta 1",1.44,0.00274
"3359","Q3UH83_MOUSE|Q3UH83","Gucy1a2","Putative uncharacterized protein",1.82,0.00113
"3360","Q3UHC1_MOUSE|Q3UHC1","Rapgef1","Protein Rapgef1",2.19,0.000882
"3361","Q3UHH3_MOUSE|Q3UHH3","Hspg2","Putative uncharacterized protein",1.04,0.97
"3362","Q3UHJ6_MOUSE|Q3UHJ6","Iqsec3","Putative uncharacterized protein",3.2,0.000187
"3363","Q3UHR2_MOUSE|Q3UHR2","Akap6","Putative uncharacterized protein",1.98,0.0108
"3364","Q3UIX4_MOUSE|Q3UIX4","Srsf11","Protein Srsf11",1.21,0.0188
"3365","Q3UJB0_MOUSE|Q3UJB0","Sf3b2","Protein Sf3b2",2.22,0.000561
"3366","Q3UKV0_MOUSE|Q3UKV0","Eif2b3","Protein Eif2b3",1.4,0.103
"3367","Q3UMT5_MOUSE|Q3UMT5","Rock2","Putative uncharacterized protein",1.53,0.00156
"3368","Q3UMT7_MOUSE|Q3UMT7","Hnrnpl","Putative uncharacterized protein",1.68,0.00411
"3369","Q3UNM2_MOUSE|Q3UNM2","Numa1","Putative uncharacterized protein",1.41,0.055
"3370","Q3UPW3_MOUSE|Q3UPW3","Lmo7","Protein Lmo7",2.33,0.0015
"3371","Q3URY3_MOUSE|Q3URY3","","Putative uncharacterized protein",1.84,0.00149
"3372","Q3URZ6_MOUSE|Q3URZ6","Ahnak2","AHNAK nucleoprotein 2",2.79,0.000628
"3373","Q3UT39_MOUSE|Q3UT39","Arid1b","Putative uncharacterized protein",3.07,0.000476
"3374","Q3UTR9_MOUSE|Q3UTR9","Trip11","Putative uncharacterized protein",2.5,0.00117
"3375","Q3UWE6_MOUSE|Q3UWE6","Wdr20","MCG14935, isoform CRA_a",1.91,0.00068
"3376","Q3UWL8_MOUSE|Q3UWL8","Pfdn4","Protein Pfdn4",1.07,0.204
"3377","Q3UX37_MOUSE|Q3UX37","Plekhg1","Protein Plekhg1",3.97,0.0014
"3378","Q3UXW4_MOUSE|Q3UXW4","Ppp1r9a","Protein Ppp1r9a",2.72,0.000756
"3379","Q3UZD9_MOUSE|Q3UZD9","Eif4g1","Putative uncharacterized protein",2.22,0.00107
"3380","Q3V117_MOUSE|Q3V117","Acly","ATP-citrate synthase",1.3,0.0455
"3381","Q3V2R3_MOUSE|Q3V2R3","Chn2","Beta-chimaerin",1.52,0.00243
"3382","Q3V3T8_MOUSE|Q3V3T8","Rsf1","Putative uncharacterized protein",2.06,0.0086
"3383","Q3V453_MOUSE|Q3V453","Ywhae","Putative uncharacterized protein",1.26,0.0715
"3384","Q3ZAQ4_MOUSE|Q3ZAQ4","Atg9a","Autophagy 9-like 1 protein",1.3,0.0216
"3385","Q4VA93_MOUSE|Q4VA93","Prkca","Prkca protein",1.43,0.0187
"3386","Q52KF7_MOUSE|Q52KF7","Dlg3","Disks large homolog 3",2.7,0.00067
"3387","Q570Z6_MOUSE|Q570Z6","Uhrf1bp1","MKIAA4127 protein",2.13,0.000179
"3388","Q571K1_MOUSE|Q571K1","Golgb1","MKIAA4151 protein",1.39,0.16
"3389","Q5BKS1_MOUSE|Q5BKS1","Slc4a1ap","Solute carrier family 4 (Anion exchanger), member 1, adaptor protein",2.59,0.00107
"3390","Q5DTM2_MOUSE|Q5DTM2","Osbpl6","Oxysterol-binding protein",1.82,0.000757
"3391","Q5EBX5_MOUSE|Q5EBX5","Agrn","Mini-agrin",1.11,0.906
"3392","Q5F4S9_MOUSE|Q5F4S9","Trpm3","Protein Trpm3",3.04,0.000112
"3393","Q5SUH7_MOUSE|Q5SUH7","Clint1","Clathrin interactor 1",2.69,0.000733
"3394","Q5SVJ0_MOUSE|Q5SVJ0","Camk2b","Calcium/calmodulin-dependent protein kinase II, beta, isoform CRA_b",3.31,1.95e-05
"3395","Q5XJF6_MOUSE|Q5XJF6","Rpl10a","60S ribosomal protein L10a",1.31,0.204
"3396","Q61018_MOUSE|Q61018","Gnai1","G protein alpha i1 subunit",1.27,0.11
"3397","Q61636_MOUSE|Q61636","Utrn","G-utrophin (Predicted protein)",1.16,0.309
"3398","Q63ZW6_MOUSE|Q63ZW6","Col4a5","Col4a5 protein",-1,0.9
"3399","Q68EG2_MOUSE|Q68EG2","Camk2b","Calcium/calmodulin-dependent protein kinase type II subunit beta",1.74,0.00183
"3400","Q68FG2_MOUSE|Q68FG2","Sptbn2","Protein Sptbn2",1.8,0.000596
"3401","Q68FM7_MOUSE|Q68FM7","Arhgef11","Protein Arhgef11",2.67,0.000426
